,age,daily_active_minutes_instagram,self_reported_happiness
181167,59,76.0,6
119006,32,149.0,8
166411,30,202.0,9
20659,57,251.0,8
176025,31,234.0,3
69704,60,103.0,6
78590,17,240.0,10
140379,31,131.0,5
76635,56,41.0,3
171938,29,341.0,2
20206,41,337.0,2
89172,54,331.0,1
82923,46,340.0,5
184608,33,263.0,3
52552,16,186.0,8
7122,23,37.0,10
141593,38,303.0,6
199693,56,338.0,7
10828,34,263.0,4
4258,26,71.0,5
99967,39,374.0,3
67471,55,202.0,4
12376,21,262.0,6
83473,35,150.0,4
161132,25,290.0,10
169665,39,117.0,1
180179,25,205.0,7
178261,65,233.0,8
119704,26,288.0,8
30890,47,126.0,10
114453,48,89.0,3
184499,30,69.0,9
62598,50,19.0,10
187271,14,184.0,8
62521,49,97.0,3
60448,57,53.0,2
48089,22,115.0,10
175445,30,320.0,3
31619,37,258.0,10
160666,40,75.0,7
7653,47,250.0,3
118342,16,307.0,3
101730,37,269.0,9
167668,25,216.0,3
41256,60,312.0,6
53866,22,339.0,3
154629,22,190.0,5
8086,65,84.0,7
69302,36,143.0,1
130,46,263.0,3
38869,15,236.0,4
178968,15,299.0,7
132618,45,325.0,2
12803,49,87.0,7
127078,32,269.0,3
176744,44,31.0,3
46200,20,351.0,7
153884,49,292.0,1
73818,34,354.0,5
14804,25,188.0,7
61624,62,367.0,2
82496,52,238.0,9
26822,53,191.0,7
131666,17,251.0,5
27001,58,51.0,7
82506,43,201.0,2
153618,13,355.0,6
1374,53,233.0,8
18804,22,217.0,6
78731,59,113.0,7
9555,56,144.0,9
153384,65,97.0,6
141567,36,213.0,7
63029,45,30.0,8
109834,23,188.0,8
182088,14,25.0,6
43558,22,323.0,5
74220,19,138.0,3
19550,37,170.0,8
151747,20,82.0,6
4936,55,309.0,4
53335,41,62.0,6
178286,21,353.0,4
186337,17,114.0,5
102328,42,352.0,5
143718,47,126.0,1
310,31,221.0,6
104799,13,138.0,8
194248,37,11.0,9
168300,29,135.0,6
186758,22,231.0,5
195787,25,143.0,2
119498,23,5.0,10
190501,60,394.0,1
22579,38,112.0,5
37925,50,5.0,6
176625,61,284.0,5
180548,33,342.0,1
81536,64,241.0,6
150624,16,159.0,5
62311,36,259.0,10
57844,17,187.0,9
24734,55,144.0,1
78669,38,156.0,9
138523,21,405.0,3
159049,52,42.0,9
52946,61,75.0,6
22061,62,319.0,2
139188,41,112.0,9
84641,63,11.0,10
192524,50,78.0,8
67968,28,99.0,5
57424,64,241.0,3
109119,26,245.0,7
26980,42,238.0,3
136860,44,102.0,3
105484,18,35.0,9
80540,62,171.0,3
199127,27,82.0,1
157948,26,350.0,5
144143,23,302.0,5
35818,50,165.0,8
49492,19,263.0,1
39934,55,78.0,10
49131,41,237.0,7
7100,24,186.0,3
89810,58,315.0,1
181909,20,6.0,10
43725,25,239.0,5
124339,64,129.0,10
143371,49,99.0,8
115466,27,122.0,9
152819,50,132.0,7
31247,19,98.0,5
40455,50,5.0,9
158621,21,283.0,10
86457,60,377.0,3
149680,30,116.0,6
113077,55,283.0,9
180768,39,280.0,8
34647,37,151.0,5
34048,43,234.0,4
172467,24,212.0,6
49962,25,93.0,10
98437,19,112.0,5
162917,35,146.0,6
82673,64,5.0,7
97338,17,266.0,6
49686,14,320.0,4
27133,50,179.0,4
127724,27,317.0,7
90515,58,208.0,10
139640,46,84.0,7
163715,53,62.0,9
176175,25,32.0,8
17706,49,216.0,8
27264,39,355.0,7
159052,25,288.0,4
85068,63,5.0,3
37920,16,396.0,2
83114,13,465.0,1
62420,29,218.0,3
160238,45,170.0,4
142965,60,90.0,4
171128,36,82.0,6
39319,60,51.0,8
37871,31,84.0,6
34719,54,166.0,7
186793,48,258.0,7
67178,21,184.0,8
80363,15,354.0,9
8050,60,75.0,8
162568,14,182.0,10
154014,50,245.0,5
135108,50,403.0,4
133715,54,121.0,10
8570,36,260.0,10
166347,59,339.0,5
159615,17,286.0,6
175929,22,264.0,2
38814,22,163.0,1
181781,64,65.0,5
27195,25,365.0,1
107571,65,110.0,8
68464,47,324.0,2
24969,38,85.0,4
8281,32,363.0,3
149171,34,124.0,4
185489,46,244.0,2
161952,27,86.0,6
134900,65,278.0,8
72474,30,300.0,6
45371,14,256.0,9
58382,20,309.0,7
61187,55,5.0,8
160391,13,54.0,10
15684,56,130.0,4
3156,43,85.0,7
164096,46,220.0,1
71837,39,165.0,3
31871,41,305.0,6
197801,60,177.0,8
115457,62,224.0,2
115152,63,269.0,6
65246,13,335.0,4
175822,64,152.0,8
99267,16,212.0,3
3313,48,42.0,5
97580,38,310.0,10
5908,65,257.0,3
121669,44,385.0,4
42263,57,273.0,2
142221,61,223.0,6
21557,15,413.0,3
188632,13,257.0,10
69915,31,206.0,5
137605,49,133.0,8
84328,65,275.0,4
50564,36,238.0,3
24075,24,292.0,1
48198,35,201.0,3
198159,48,397.0,3
193049,19,340.0,3
125780,63,5.0,4
102952,40,38.0,8
74528,65,5.0,7
139978,43,45.0,8
84327,33,257.0,1
95764,26,55.0,6
36938,61,60.0,8
149789,23,74.0,6
102481,37,236.0,10
62814,44,222.0,10
40505,17,258.0,2
91404,28,154.0,4
28949,17,357.0,4
118230,34,128.0,3
186559,60,295.0,5
146944,60,119.0,3
46820,27,360.0,8
60044,63,49.0,5
94428,61,116.0,6
110821,39,228.0,3
148015,38,60.0,10
92756,40,123.0,2
124260,20,288.0,4
127115,30,318.0,3
56006,51,83.0,10
189185,47,220.0,10
104430,49,76.0,1
139926,31,324.0,10
82233,24,235.0,7
125709,19,222.0,2
106351,63,66.0,5
276,19,275.0,9
2929,21,75.0,5
95259,62,99.0,2
147256,17,269.0,9
174987,26,161.0,2
15825,40,150.0,4
58580,16,56.0,6
175539,13,235.0,7
190851,59,79.0,6
10177,36,196.0,6
160235,30,388.0,1
170214,55,117.0,4
129507,22,262.0,8
123267,45,29.0,8
182357,40,191.0,7
16385,46,269.0,9
80446,30,245.0,6
52198,47,11.0,6
122499,26,196.0,1
111614,40,306.0,7
12701,60,100.0,8
69790,28,5.0,10
34563,26,289.0,5
168445,39,151.0,5
122589,31,174.0,8
151629,22,65.0,8
97581,54,77.0,7
99650,42,196.0,1
82538,20,295.0,5
97165,51,58.0,7
160654,42,190.0,8
68264,52,5.0,7
6181,60,375.0,2
183701,26,153.0,4
187328,16,276.0,1
141559,56,299.0,4
24217,34,202.0,5
173939,52,260.0,7
81625,56,210.0,4
86562,16,93.0,10
94778,59,286.0,8
126940,18,187.0,8
132159,59,172.0,6
82706,38,85.0,5
89366,37,165.0,1
24282,58,285.0,7
179124,30,341.0,2
151891,24,281.0,3
150232,19,14.0,10
119846,34,148.0,4
6437,59,285.0,9
34973,15,399.0,6
85259,30,280.0,3
5232,57,181.0,6
57385,33,308.0,1
6313,48,21.0,5
192317,59,329.0,4
141110,37,290.0,10
4269,25,400.0,3
188081,55,319.0,2
151162,34,205.0,1
30413,57,54.0,9
43798,38,154.0,2
107103,29,228.0,5
154462,42,183.0,2
124676,30,352.0,6
153233,54,88.0,10
183609,56,153.0,8
80774,59,149.0,8
170444,31,238.0,9
6379,17,300.0,6
182340,57,65.0,3
7409,64,74.0,7
7029,62,40.0,5
139513,36,10.0,9
73855,53,131.0,7
162906,49,278.0,5
152092,20,363.0,1
133433,17,178.0,4
156072,36,174.0,3
184507,47,33.0,1
20529,45,291.0,9
101359,56,108.0,1
43007,34,69.0,1
71966,39,66.0,10
48703,17,328.0,4
42803,23,311.0,10
89912,50,203.0,10
180197,16,71.0,10
159788,45,117.0,4
129582,34,114.0,3
65990,45,382.0,8
89818,42,94.0,1
47151,52,5.0,10
139717,52,5.0,8
80705,16,276.0,9
115961,45,169.0,1
58502,43,99.0,6
62173,46,254.0,3
165041,39,133.0,5
37201,38,276.0,6
192921,50,99.0,10
75276,41,109.0,7
168716,23,274.0,4
70585,52,339.0,1
97891,55,211.0,2
109650,30,357.0,1
147428,50,222.0,1
60310,46,99.0,8
5198,27,358.0,1
118666,29,333.0,2
124222,31,129.0,3
139369,41,207.0,4
139611,32,163.0,6
114870,62,159.0,4
137421,30,453.0,5
157916,31,224.0,4
80015,61,115.0,6
22155,65,98.0,10
142843,49,6.0,9
163397,62,224.0,7
22298,52,268.0,8
20277,21,179.0,2
21257,21,40.0,6
38144,13,173.0,7
93694,58,99.0,7
16655,29,119.0,8
31547,27,267.0,3
178637,44,324.0,2
194183,13,411.0,4
51933,24,135.0,6
180022,46,280.0,3
123695,65,130.0,10
155412,45,232.0,3
48825,36,242.0,10
92768,60,260.0,8
38296,51,133.0,7
84145,51,5.0,10
127786,63,303.0,4
108404,27,5.0,10
194646,20,386.0,4
9031,32,182.0,9
102871,33,218.0,9
14791,13,356.0,5
172113,17,38.0,9
102023,46,267.0,4
168671,65,160.0,6
101206,65,109.0,3
123261,32,99.0,10
174089,60,324.0,3
53624,19,186.0,10
150213,18,234.0,8
69036,22,274.0,8
46669,61,24.0,4
93785,48,5.0,10
198930,33,84.0,9
56696,18,265.0,3
127678,28,19.0,10
180388,48,112.0,1
81086,29,116.0,8
198237,21,278.0,10
51660,46,277.0,7
26667,53,253.0,3
103691,41,270.0,7
186539,47,5.0,8
111785,14,286.0,3
94377,51,289.0,4
155538,40,54.0,7
71538,46,5.0,10
193327,60,267.0,4
149986,37,113.0,7
43077,42,315.0,6
13341,22,292.0,4
86458,49,370.0,1
41917,48,403.0,2
123289,48,212.0,4
49660,27,166.0,1
19049,19,258.0,10
157538,23,315.0,4
181448,56,121.0,10
150016,21,242.0,5
127747,53,303.0,8
170268,64,88.0,8
166140,16,274.0,5
96085,57,233.0,10
183083,18,215.0,1
96949,57,71.0,2
84035,36,253.0,1
122273,29,304.0,3
104292,42,348.0,9
154423,26,185.0,3
54080,47,142.0,7
160015,46,399.0,2
9309,42,62.0,4
115922,56,221.0,8
93827,52,184.0,3
119022,41,94.0,5
50497,21,253.0,7
33363,20,293.0,1
165888,46,77.0,1
60568,49,95.0,3
51485,20,110.0,10
11383,23,61.0,4
18154,35,134.0,10
152536,13,155.0,7
45757,64,181.0,5
83403,40,25.0,7
188708,64,148.0,7
114173,29,148.0,5
45459,21,156.0,2
15101,63,71.0,5
66919,20,253.0,4
65866,36,5.0,9
109778,45,157.0,10
33395,34,103.0,10
36160,64,111.0,2
2111,42,85.0,7
183386,16,244.0,2
123433,13,54.0,6
102563,65,188.0,5
14994,39,72.0,7
37845,39,5.0,10
93040,21,57.0,6
131675,43,371.0,1
83083,19,109.0,7
122150,61,308.0,7
62374,29,66.0,2
9182,57,320.0,1
9251,65,94.0,9
95517,20,301.0,4
12299,37,157.0,9
57062,49,236.0,7
23153,30,30.0,7
112526,32,68.0,10
168506,64,5.0,4
60586,17,206.0,3
79852,39,322.0,7
195,37,253.0,10
107168,13,108.0,8
67259,21,332.0,4
127692,21,365.0,3
144009,54,185.0,4
57308,40,40.0,9
945,28,134.0,8
4942,56,32.0,6
142572,47,34.0,5
34883,21,203.0,5
135205,19,237.0,8
143305,46,64.0,6
116921,20,111.0,8
82837,64,170.0,3
197908,27,215.0,4
69578,31,119.0,3
43829,52,290.0,9
7946,50,15.0,9
187355,24,318.0,7
159943,60,176.0,3
143043,39,322.0,2
177712,20,143.0,9
186293,36,223.0,10
100399,34,127.0,4
55934,14,119.0,2
107355,19,60.0,6
148931,65,145.0,8
176344,46,222.0,8
147847,28,228.0,8
12570,39,210.0,1
69777,16,331.0,9
44976,60,339.0,3
152469,33,75.0,10
54846,22,286.0,6
176000,44,92.0,1
24861,55,259.0,5
141053,34,220.0,10
49181,24,190.0,3
24708,35,231.0,6
53092,40,22.0,9
28533,13,235.0,5
118057,25,97.0,5
94704,17,215.0,10
174986,17,14.0,10
135390,28,235.0,4
150117,39,125.0,4
115642,63,221.0,9
96873,19,342.0,6
73154,47,83.0,10
1440,63,140.0,8
183598,62,213.0,8
132094,48,146.0,7
145804,20,135.0,10
196749,59,207.0,8
102719,51,217.0,7
177190,63,204.0,5
141397,40,153.0,10
195431,55,212.0,7
181935,37,260.0,5
133529,19,86.0,9
41528,58,25.0,6
135019,64,39.0,10
13594,60,130.0,6
146927,65,248.0,8
122559,65,5.0,8
128062,25,242.0,8
31611,31,266.0,1
76399,57,107.0,6
57967,54,66.0,4
198496,54,99.0,9
198837,60,125.0,1
89689,54,5.0,10
122420,21,246.0,9
145393,46,165.0,4
109550,21,234.0,8
73170,63,107.0,3
108202,29,275.0,2
113647,41,289.0,9
30913,63,69.0,6
131820,49,280.0,6
68503,46,277.0,6
106887,48,273.0,7
156733,50,5.0,10
98892,22,14.0,10
180559,64,190.0,1
63795,29,263.0,8
196561,17,282.0,6
121459,44,365.0,2
43645,57,94.0,7
116867,41,337.0,6
30454,64,231.0,7
56329,24,302.0,8
38319,39,270.0,7
182244,64,317.0,6
11429,26,175.0,3
107398,43,17.0,7
95561,31,162.0,5
199498,50,124.0,4
152836,16,320.0,2
98747,29,70.0,10
113682,36,112.0,3
169424,42,161.0,1
189184,62,129.0,8
39969,44,182.0,5
169538,35,99.0,1
72897,18,228.0,6
58088,63,358.0,6
147550,34,133.0,10
76318,31,210.0,6
16088,20,180.0,6
163327,30,304.0,3
157386,20,115.0,9
59073,43,317.0,5
179911,21,46.0,6
11237,60,110.0,7
15623,48,175.0,6
135691,14,442.0,2
151854,56,205.0,5
182261,51,69.0,9
162043,14,69.0,6
47867,28,37.0,8
30839,26,326.0,2
146986,28,344.0,6
106383,46,226.0,8
139981,15,105.0,7
142816,56,5.0,9
40486,18,296.0,6
100654,19,255.0,6
148572,51,280.0,5
22518,21,133.0,7
131848,45,116.0,4
133824,50,237.0,7
13697,33,149.0,8
91841,49,43.0,6
20241,51,26.0,7
6221,24,289.0,4
29669,32,22.0,7
40141,46,50.0,9
135478,26,295.0,4
47206,37,408.0,2
57539,63,43.0,4
75283,61,65.0,2
116703,18,166.0,4
174988,22,129.0,2
33458,35,302.0,2
38295,62,149.0,5
181132,17,109.0,3
114951,22,278.0,1
49706,55,203.0,3
52220,26,67.0,7
164115,19,200.0,6
49729,15,7.0,9
129551,60,104.0,4
183366,65,10.0,9
181933,25,315.0,1
132614,28,122.0,5
176608,47,162.0,3
154921,15,157.0,4
135975,44,342.0,2
3467,19,7.0,10
101963,55,98.0,2
13632,53,111.0,5
46197,45,49.0,3
92915,62,319.0,1
12623,59,284.0,7
60489,13,358.0,8
165076,20,129.0,10
179663,23,209.0,9
183994,59,82.0,6
3908,33,5.0,10
65882,62,362.0,2
14429,58,5.0,7
14299,52,200.0,5
196443,58,196.0,7
116026,19,184.0,1
191012,53,112.0,9
106637,48,348.0,1
151800,27,216.0,8
26804,64,58.0,7
160663,36,45.0,10
45118,34,68.0,6
114188,49,345.0,9
191035,47,98.0,6
37900,51,7.0,6
67289,64,76.0,10
55413,42,330.0,5
175983,15,147.0,6
97919,42,302.0,2
74567,20,196.0,6
92517,54,177.0,4
189709,60,168.0,2
32484,17,359.0,4
46434,36,22.0,3
31248,54,49.0,8
83307,28,143.0,9
69684,25,5.0,10
141745,33,5.0,4
34226,17,94.0,8
32072,39,298.0,3
144282,48,280.0,2
50296,64,72.0,10
115142,61,337.0,4
134116,50,48.0,1
131658,42,159.0,1
18349,59,421.0,2
8170,29,145.0,9
160768,16,178.0,7
24398,64,249.0,10
126521,30,268.0,7
132473,34,228.0,3
42327,18,277.0,6
152443,55,23.0,4
8248,63,119.0,4
57707,59,181.0,5
53563,28,171.0,10
118952,65,96.0,6
92294,38,284.0,7
125033,22,30.0,10
85643,42,358.0,4
25973,20,446.0,2
104161,53,276.0,2
110013,58,283.0,6
154262,42,89.0,10
156321,46,207.0,6
59707,36,207.0,7
123791,34,366.0,4
21782,56,34.0,5
89090,28,84.0,5
57276,35,254.0,10
124118,29,62.0,10
96448,38,200.0,4
147859,65,292.0,1
109541,54,39.0,9
52521,40,142.0,7
132810,23,260.0,3
150771,29,327.0,3
112046,36,224.0,8
45709,47,291.0,6
168657,15,301.0,8
183717,17,186.0,2
25419,60,252.0,6
74499,21,107.0,7
79487,27,188.0,4
58866,53,352.0,5
182482,33,56.0,9
145403,13,317.0,10
25151,22,177.0,9
36813,26,37.0,9
153348,21,342.0,7
141712,44,191.0,5
195149,14,197.0,2
171892,63,82.0,8
125217,53,265.0,4
179615,34,61.0,9
157820,59,248.0,4
56960,24,15.0,5
63338,38,241.0,9
85748,25,463.0,1
199523,35,319.0,2
86780,17,166.0,6
6045,34,318.0,5
110062,17,210.0,4
105088,24,140.0,5
119385,42,5.0,10
192885,15,290.0,4
122929,50,221.0,9
2783,14,326.0,3
65292,44,248.0,2
23309,22,211.0,6
28616,50,305.0,5
64972,17,195.0,5
119687,40,259.0,7
11813,30,291.0,6
138786,36,343.0,8
91932,33,215.0,8
4376,48,108.0,10
71484,36,89.0,3
26961,42,110.0,2
57663,48,11.0,5
42717,18,297.0,6
76634,20,322.0,3
144810,16,36.0,5
178520,36,88.0,6
111988,39,92.0,5
79221,48,172.0,2
84561,58,246.0,8
164686,17,335.0,1
87265,27,54.0,4
113425,30,84.0,5
113809,19,211.0,5
150710,44,151.0,6
34650,28,217.0,9
68106,33,101.0,10
86379,48,127.0,2
192409,17,285.0,1
165061,55,242.0,6
76642,65,62.0,5
175625,51,286.0,2
155739,42,232.0,9
50721,42,313.0,6
157511,24,348.0,7
96784,37,146.0,5
22538,60,110.0,1
98388,32,51.0,3
35648,47,132.0,10
87696,35,170.0,9
196573,27,151.0,10
126640,56,195.0,6
104831,27,272.0,6
184945,38,123.0,10
133551,32,289.0,6
99606,20,293.0,7
44826,43,322.0,2
148695,18,349.0,8
102919,40,299.0,6
189576,37,308.0,1
60430,20,246.0,5
66465,60,31.0,6
123408,32,343.0,4
166807,38,116.0,6
111388,25,199.0,4
195175,34,117.0,4
34553,49,35.0,8
91347,53,181.0,7
42136,61,111.0,5
43052,34,64.0,7
68611,45,52.0,2
140311,47,5.0,10
63692,43,321.0,3
153771,18,186.0,9
127181,45,222.0,10
194944,52,203.0,10
90237,61,330.0,7
175024,65,194.0,2
98295,22,295.0,7
114291,33,122.0,4
123667,14,255.0,5
109557,53,214.0,2
87968,45,82.0,9
155681,40,48.0,9
57444,50,41.0,2
135314,18,335.0,6
51514,24,323.0,6
103455,20,223.0,5
117964,57,217.0,2
160642,33,111.0,7
83108,65,196.0,2
79532,26,174.0,2
70903,25,202.0,4
31963,19,249.0,8
5674,17,279.0,3
115047,58,164.0,6
191943,47,158.0,6
55949,40,197.0,1
56922,34,198.0,3
72549,64,73.0,5
125733,53,180.0,5
179222,34,252.0,8
134021,47,5.0,9
42966,46,5.0,10
85677,42,145.0,8
13819,65,5.0,9
36634,48,5.0,8
186837,30,299.0,2
16792,64,132.0,10
55212,32,109.0,2
184402,16,195.0,2
53400,31,178.0,3
106030,22,286.0,1
66277,33,233.0,3
46086,59,207.0,9
63758,13,142.0,8
153255,52,197.0,6
146656,60,37.0,7
81590,46,145.0,1
14573,21,73.0,8
156721,37,262.0,8
158152,21,267.0,4
151545,13,211.0,8
56499,48,153.0,6
145456,24,52.0,8
41623,35,184.0,10
121391,32,5.0,10
186429,18,358.0,2
79063,40,219.0,5
14102,18,266.0,8
141480,14,412.0,3
59987,55,144.0,6
172541,23,223.0,8
4774,39,184.0,7
82176,62,196.0,6
162633,62,86.0,8
98886,27,5.0,9
12713,31,296.0,10
68778,13,222.0,2
96235,45,268.0,9
76509,65,58.0,2
53639,39,197.0,9
137212,41,148.0,7
32402,13,293.0,7
185322,29,77.0,10
55183,14,473.0,2
115862,61,264.0,3
120265,24,450.0,1
16630,45,97.0,5
77805,46,346.0,7
16688,48,70.0,4
157122,18,217.0,9
55938,63,293.0,2
26191,32,204.0,6
113950,38,48.0,5
61314,35,255.0,3
95797,14,303.0,7
185590,39,122.0,7
163925,58,235.0,9
60530,39,162.0,10
54937,36,297.0,1
134814,50,100.0,3
108456,39,253.0,5
62912,30,87.0,6
196323,19,43.0,6
1663,34,328.0,4
148915,21,23.0,9
193089,27,18.0,6
12315,61,280.0,3
191596,18,255.0,9
159317,43,355.0,2
13334,26,285.0,2
48432,38,422.0,1
162567,32,201.0,10
94731,31,135.0,1
48457,35,315.0,5
158545,45,266.0,6
72751,24,212.0,8
197635,38,216.0,1
70627,31,307.0,4
101006,33,5.0,10
154307,24,185.0,1
193356,58,321.0,4
27787,63,5.0,10
196209,52,132.0,7
181843,43,285.0,5
2899,57,215.0,10
13997,30,257.0,7
61208,13,462.0,3
149508,29,62.0,10
63173,62,146.0,2
182349,51,308.0,3
96748,58,215.0,7
28018,63,117.0,7
22169,65,153.0,5
125999,52,103.0,8
143857,32,81.0,8
157722,34,5.0,8
124763,35,128.0,10
197046,29,177.0,3
47940,60,179.0,10
147275,22,20.0,8
129689,39,269.0,4
155066,18,180.0,5
103041,48,110.0,5
10553,60,57.0,7
167740,31,305.0,4
167977,47,244.0,10
9836,49,304.0,1
15375,41,42.0,3
149480,40,206.0,8
193343,36,310.0,10
74576,65,5.0,8
3428,20,85.0,10
34268,34,180.0,2
136007,58,316.0,3
102445,15,343.0,8
91614,29,147.0,10
22128,27,307.0,5
163445,26,130.0,9
86800,48,83.0,4
113706,23,204.0,7
163430,56,268.0,6
19767,61,93.0,1
60694,48,209.0,3
75170,17,104.0,7
199148,33,151.0,3
95241,37,178.0,6
76713,59,209.0,1
45364,62,123.0,2
162223,64,5.0,6
197568,13,185.0,8
144901,39,111.0,9
111090,29,207.0,5
100294,51,131.0,8
175244,21,25.0,7
35706,65,5.0,6
139358,21,398.0,3
33457,31,163.0,7
49012,34,160.0,3
121631,43,188.0,7
111199,36,226.0,8
22359,42,255.0,2
147213,21,368.0,2
180356,42,15.0,8
150191,45,247.0,5
169218,43,86.0,5
182117,46,79.0,6
104400,34,294.0,8
14823,50,102.0,7
77691,57,329.0,5
160863,41,238.0,3
118196,42,167.0,9
187354,19,86.0,7
16056,28,218.0,9
60714,51,180.0,4
176942,22,353.0,1
168060,51,20.0,7
175178,51,196.0,8
83230,31,72.0,9
148276,60,33.0,8
14765,53,320.0,4
33445,31,313.0,3
75325,64,341.0,1
93114,49,35.0,5
133871,18,29.0,10
157297,29,183.0,7
91683,46,166.0,2
101723,20,175.0,10
78375,29,291.0,2
47268,56,29.0,3
115263,38,253.0,4
67437,23,197.0,5
136126,19,133.0,5
142809,48,54.0,8
165599,64,258.0,2
168283,40,105.0,8
28827,32,246.0,7
10670,58,158.0,5
191415,57,215.0,7
76236,51,247.0,8
174598,22,391.0,3
72843,34,110.0,6
3582,13,186.0,5
108804,44,220.0,10
198917,28,359.0,1
112188,32,157.0,4
17522,24,97.0,8
47785,61,113.0,7
76767,15,286.0,4
110679,37,121.0,4
15739,27,22.0,10
43121,54,289.0,6
161782,55,294.0,6
105650,14,283.0,10
193143,26,376.0,6
99599,24,200.0,1
83401,14,212.0,5
121501,42,191.0,10
163357,41,80.0,9
58456,35,117.0,9
128889,50,143.0,3
52443,24,112.0,3
125885,44,213.0,3
25826,22,188.0,5
18807,34,378.0,1
164858,45,97.0,2
49777,41,194.0,5
135289,16,388.0,6
142046,60,253.0,3
106489,17,133.0,6
169933,56,109.0,10
82875,41,359.0,6
69282,13,209.0,7
156777,14,192.0,8
92439,22,199.0,6
89762,64,102.0,8
175648,58,202.0,2
162183,56,5.0,10
90460,42,157.0,10
118604,35,128.0,3
109194,45,21.0,6
146453,48,299.0,9
86706,47,55.0,6
33604,32,254.0,10
182906,45,207.0,1
116603,38,264.0,9
151764,44,253.0,2
7201,53,230.0,5
68286,44,5.0,10
2671,42,211.0,6
179942,48,133.0,1
23113,46,125.0,4
86799,48,229.0,6
11636,22,215.0,6
193634,26,167.0,3
22409,56,85.0,10
38410,23,133.0,6
12256,16,148.0,7
99875,30,71.0,10
86876,64,194.0,2
164857,24,237.0,3
24489,40,98.0,4
53914,53,5.0,10
23984,59,105.0,4
151482,53,69.0,6
188423,20,104.0,5
54129,40,135.0,8
44910,40,239.0,9
44933,29,138.0,7
43398,26,202.0,9
92823,31,262.0,3
19025,27,103.0,6
110774,62,100.0,2
14730,19,179.0,10
13368,23,103.0,9
37818,32,32.0,10
10743,31,148.0,2
104098,22,86.0,10
184834,63,166.0,8
111643,21,151.0,1
87873,29,273.0,9
46623,15,382.0,4
123683,61,199.0,2
185456,18,232.0,6
175600,56,359.0,6
139125,22,314.0,4
179013,58,94.0,10
133428,22,223.0,8
199751,49,93.0,2
11596,44,317.0,3
89195,20,5.0,9
169117,49,230.0,10
36486,27,212.0,2
128417,63,53.0,7
85429,65,293.0,6
117944,21,414.0,1
184100,32,382.0,3
44715,31,179.0,5
111127,59,130.0,6
64581,27,134.0,2
149682,29,284.0,1
135086,60,277.0,1
78611,19,143.0,5
191608,30,89.0,4
164571,49,5.0,7
165660,65,303.0,5
99904,30,203.0,6
126931,19,17.0,9
66446,53,291.0,1
129960,55,247.0,7
26769,46,74.0,8
162820,63,292.0,2
193996,50,53.0,7
197826,39,88.0,4
118526,39,85.0,5
83746,22,92.0,9
95511,28,126.0,7
94119,16,122.0,2
125958,40,323.0,10
51085,22,146.0,4
186413,62,374.0,1
116075,27,332.0,6
181477,60,294.0,3
194475,23,171.0,4
10596,51,231.0,5
89532,44,284.0,2
116856,45,411.0,1
165267,43,213.0,8
164582,32,372.0,6
191646,35,210.0,10
134219,57,167.0,2
76938,39,5.0,7
150873,46,378.0,2
98675,41,188.0,3
56913,31,27.0,8
160459,30,252.0,10
175126,56,222.0,1
169173,54,201.0,3
157209,48,336.0,4
3087,27,64.0,10
85274,18,205.0,4
11194,22,247.0,4
98296,18,86.0,10
186961,27,87.0,5
120577,29,112.0,4
156077,14,389.0,5
81220,38,59.0,7
65541,29,239.0,4
87158,56,291.0,6
32135,46,176.0,2
60057,13,191.0,7
154034,61,12.0,4
196118,34,220.0,2
199935,32,53.0,5
71996,52,63.0,4
161238,65,256.0,2
165415,35,341.0,2
169792,54,174.0,5
62815,44,108.0,3
155199,31,151.0,1
75948,15,177.0,2
49383,55,124.0,6
121325,53,165.0,8
31283,16,178.0,6
5128,29,5.0,10
87341,45,290.0,6
180742,61,346.0,6
126929,32,154.0,8
115474,59,12.0,2
27791,64,238.0,5
124100,18,250.0,4
45161,35,272.0,5
109544,31,150.0,6
34449,58,225.0,9
38022,16,187.0,5
74662,41,203.0,2
80509,19,343.0,5
36041,25,263.0,8
94350,17,128.0,7
186297,50,143.0,8
198710,54,322.0,8
167458,33,62.0,3
92381,38,193.0,5
93617,27,92.0,8
20470,60,65.0,6
37233,58,172.0,2
116822,16,128.0,6
6214,13,173.0,1
3024,65,119.0,2
43573,53,268.0,5
6677,50,74.0,10
64277,56,247.0,6
10406,22,13.0,7
119057,48,152.0,2
159048,58,58.0,2
158325,23,354.0,8
181597,46,331.0,2
18916,45,215.0,6
180664,30,435.0,2
134384,38,265.0,10
33873,41,331.0,9
86496,30,151.0,3
190612,54,139.0,4
131298,17,439.0,1
8995,32,326.0,3
12933,52,5.0,7
160256,19,307.0,10
115773,42,118.0,1
20747,40,344.0,5
123649,35,118.0,2
158792,18,90.0,6
80909,29,127.0,5
185671,63,5.0,8
47963,45,288.0,4
189573,51,121.0,5
7750,34,399.0,2
26545,26,89.0,9
13048,29,130.0,8
144519,15,154.0,4
41502,47,135.0,2
1505,29,255.0,5
80462,42,60.0,8
174834,21,287.0,6
96599,55,150.0,4
150092,36,303.0,10
34737,26,192.0,4
77337,25,63.0,10
137931,49,317.0,6
163070,33,132.0,5
83692,39,61.0,8
112008,15,153.0,3
4781,54,265.0,5
149206,13,197.0,5
90169,13,58.0,6
144623,39,234.0,2
144709,59,154.0,4
196186,37,117.0,3
2165,25,64.0,9
50534,27,147.0,4
136975,62,232.0,1
49789,27,202.0,9
157853,63,324.0,2
